,,,These are the population desnities in people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
state_name,county_name,Area in sq mi,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009
Georgia,Randolph County,428.24,20.39510555,20.54922473,21.01625257,21.4832804,21.24976649,21.4832804,21.95030824,22.18382216,22.65084999,22.65084999,22.41500093,22.57145526,22.13711937,21.44358304,21.05828507,20.50252195,19.87436951,19.61283392,19.38632542,18.97767607,18.73248646,18.98935177,18.87259481,18.95198954,18.85858397,18.72781618,18.57836727,18.55501588,18.57369699,18.70913506,18.11367458,17.94554455,17.70736036,17.44115449,17.35475434,17.12124043,17.15159724,17.00915375,16.71025593,16.76629927
Georgia,Richmond County,324.33,500.838652,494.8663398,485.9248296,477.2916474,492.7080443,502.5745383,518.607591,524.1574939,539.5738908,553.14032,560.0129498,561.0828477,564.8259489,570.1754386,576.3882465,584.8919311,591.2959023,583.8836987,578.8517868,580.1251811,587.1858909,600.4532421,622.0022816,603.8140166,604.248759,599.9105849,593.2137021,591.0029908,590.0595073,586.778898,615.61681,615.3578146,613.8562575,611.5530478,610.1655721,606.8541301,607.9363611,608.398853,614.5314957,615.9405544
Georgia,Rockdale County,129.79,139.8566916,150.2426997,159.4884043,187.2255181,204.946452,218.0445335,231.142615,245.7816473,257.338778,272.7482857,281.7628477,291.8252562,297.7039834,303.59812,314.9395177,327.1900763,348.0160259,370.8760305,385.8771862,403.0819015,421.0493875,438.246398,452.9316588,464.912551,476.962786,495.4541952,503.8061484,515.8794977,526.0651822,531.3814624,543.693659,552.5233069,562.346868,575.2061022,588.1038601,599.5068958,613.3369289,630.5185299,642.5764697,651.5833269
Georgia,Schley County,166.91,18.55490983,16.77550776,16.77550776,17.97375831,18.57288359,19.17200887,19.17200887,19.17200887,19.77113414,20.9693847,20.56797076,20.53202325,20.73572584,20.74171709,21.06524474,20.99334971,21.7302738,21.86807261,21.68234378,21.32885986,21.53256246,21.45467617,21.48463244,21.64040501,22.17961776,22.35935534,22.83266431,23.00041939,23.6834222,23.65945719,22.66490923,22.72482176,22.72482176,22.70085675,22.87460308,23.61751842,23.82721227,24.71391768,25.6245881,25.91216823
Georgia,Screven County,645.1,19.5179042,19.84188498,19.53185553,19.68687025,19.68687025,20.15191443,20.61695861,21.08200279,21.08200279,21.7020617,21.76871803,21.84932569,21.80747171,21.81832274,22.16710588,22.41667958,23.02123702,22.6042474,22.13765308,21.90978143,21.41063401,21.30987444,21.33622694,21.71136258,21.75631685,21.92373275,22.0368935,22.31902031,22.40117811,22.41977988,23.82576345,23.4304759,23.75910712,23.50023252,23.54053635,23.5389862,23.28941249,23.32506588,23.37002015,23.33591691
Georgia,Seminole County,235.23,30.00892743,31.88368831,32.73391999,34.00926753,35.28461506,36.55996259,36.98507843,37.41019428,37.41019428,38.26042597,38.502742,38.83858351,38.30718871,37.69077074,38.06062152,37.70777537,37.87357055,37.61850104,37.50797092,38.11163542,38.32419334,38.7067976,38.72805339,39.08940186,39.64205246,38.94486248,40.07567062,40.91314883,41.4998087,41.67410619,39.79509416,39.48050844,39.49326191,38.91935552,39.13191345,38.61327212,38.46873273,38.31143987,38.68979297,38.66003486
Georgia,Spalding County,196.47,201.1197638,206.6473253,214.2820787,217.33598,222.4258156,226.4976841,230.060569,234.1324375,236.6773553,239.2222731,243.7980353,249.1423627,252.2726116,253.3414771,254.364534,258.7723317,263.963964,268.1020003,272.0924314,274.2759709,278.4343666,282.3433603,285.5194177,288.110144,289.0975721,290.2071563,292.1260243,292.3703364,293.1898,294.3197435,297.6841248,300.3053901,304.7182776,307.2682852,309.1769736,311.8949458,316.750649,320.9446735,326.2024737,329.3530819
Georgia,Stephens County,179.13,113.4985765,116.1167867,117.2332943,119.4663094,120.0245632,119.4663094,121.1410707,121.1410707,121.1410707,121.1410707,121.4816055,122.804667,123.1005415,124.9037012,124.6245743,126.6956959,126.4054039,127.8736113,129.2078379,129.6209457,131.0612404,132.6634288,134.2321219,136.2530006,137.6877128,139.3848043,140.668788,140.8697594,141.5619941,141.4168481,142.2207335,142.7119969,142.8348127,141.4391783,140.3784961,139.9765533,140.4287389,140.7581086,142.7231619,143.471222
Georgia,Stewart County,458.73,14.19353432,13.95156192,13.29758246,13.29758246,13.29758246,13.0795893,13.0795893,13.0795893,13.0795893,13.0795893,12.85287642,13.01855122,12.8724958,12.97277265,13.17332636,12.92263423,12.70246114,12.45176901,12.37547141,12.33623264,12.32315305,12.12041942,12.0637412,12.03758202,11.88934667,11.85882763,11.97218407,11.80868921,11.79342969,11.71495215,11.4555403,11.27460598,11.11111111,10.86913871,10.67294487,10.45277178,10.19335993,10.00370588,9.966647047,9.936128006
Georgia,Sumter County,482.7,55.79241765,57.38553967,58.42137974,58.83571577,59.04288378,58.62854775,58.00704371,58.62854775,59.04288378,60.07872385,60.82452869,62.63103377,62.85063186,63.00807955,63.51564119,63.4203439,63.18210068,62.42179407,62.03853325,62.53573648,62.7636213,63.28982805,63.8263932,64.51626269,64.57012637,64.34638492,65.19784545,65.25792418,64.81872799,64.97203232,68.88957945,68.80256888,68.54775223,68.35922933,67.71700849,67.04371245,67.33789103,67.45390512,66.92977004,66.46778537
Georgia,Talbot County,391.39,16.92685046,16.86297555,16.35197629,16.60747592,16.86297555,17.11847518,17.11847518,17.37397481,16.86297555,17.11847518,16.69945579,16.98306037,16.87575053,16.64580086,16.2063415,16.36986126,16.34942129,16.43884616,16.57426097,16.70712077,16.70712077,16.79399065,17.01372033,17.22067503,16.99583536,16.97539539,17.23089502,17.63713943,17.82620915,17.80576918,16.69690079,16.8272056,16.86297555,16.56404098,16.66113084,16.8246506,16.76333069,16.78121567,16.38263625,16.23700146
Georgia,Taliaferro County,194.61,12.45054211,12.33235702,12.33235702,11.81850881,12.84620523,11.81850881,11.3046606,11.3046606,10.79081239,10.79081239,10.44139561,10.68804275,10.60068856,10.56985766,10.53902677,10.71373516,10.7034582,10.46194954,10.29751811,10.05087097,9.783669904,9.490776425,9.316068034,9.182467499,9.20815991,9.408560711,9.65006937,9.665484816,9.850470171,9.886439546,10.68290427,10.44653409,10.47736499,9.871024099,9.768254458,9.526745799,9.562715174,9.495914907,9.382868301,9.310929551
Georgia,Tattnall County,479.4,34.53692115,35.04380476,32.74926992,33.58364622,34.41802253,36.50396329,37.54693367,38.17271589,38.79849812,38.17271589,37.82644973,37.43429287,36.54985398,36.55402587,36.93992491,37.27158949,37.2110972,37.19232374,37.55944931,37.13600334,37.00250313,37.23404255,37.55736337,37.6971214,38.00375469,38.77138089,39.08635795,39.74342929,39.71422612,39.9895703,46.54359616,46.22236128,46.14309554,46.4226116,47.41969128,47.60116813,47.9682937,47.92657489,48.52523988,51.09094702
Georgia,Taylor County,376.69,20.87923757,20.44121161,21.50309273,21.50309273,21.50309273,21.50309273,21.50309273,21.23762245,21.23762245,21.50309273,20.97746157,21.02524622,20.84738114,20.59252967,20.59783907,20.55005442,20.48368685,20.39873636,20.16777722,20.10937376,20.37218933,20.22352598,20.29254825,20.38015344,20.88454697,21.30133532,21.59866203,21.68892193,21.84289469,21.99952215,23.40916934,23.21272134,23.35607529,23.37731291,23.3693488,23.11715203,22.85964586,22.97645279,23.11449733,22.795933
Georgia,Telfair County,437.3,26.05533958,26.29773611,26.98376401,26.06906014,25.61170821,25.84038418,25.61170821,26.06906014,26.29773611,27.21243997,26.17196433,26.45094901,26.27029499,26.35947862,26.0713469,26.0599131,25.93871484,25.7031786,25.55225246,25.4081866,25.14063572,25.27555454,26.51040476,25.85867825,26.44408873,26.4738166,26.46466956,26.18568488,26.38234622,26.0827807,26.97690373,26.80768351,26.44408873,29.17447976,30.17150697,30.24697004,30.1303453,30.40932998,30.26526412,29.25222959
Georgia,Terrell County,335.44,34.032912,33.68709754,34.87956117,34.87956117,34.87956117,35.47579299,36.37014071,36.66825662,35.7739089,35.7739089,35.8245886,35.66360601,35.53243501,35.15979013,34.87658001,34.31612211,33.71690913,33.76460768,33.15943239,32.24421655,31.69568328,31.49892678,31.37073694,31.94610064,32.48270928,32.75995707,33.00143096,33.05807298,33.21607441,33.40388743,32.69735273,32.64369187,32.26508466,32.48569044,32.17266873,31.43632244,31.09348915,30.58072979,30.61054138,30.76556165
Georgia,Thomas County,544.6,63.46309218,65.00183621,65.91994124,67.5725303,66.28718325,69.04149835,68.85787734,69.40874036,69.59236137,70.5104664,69.95593096,70.62614763,71.32574367,71.70583915,70.57289754,70.72713918,70.95115681,71.75908924,71.77561513,72.01615865,71.45795079,71.76276166,72.47888358,72.80389277,73.64671318,75.70326845,76.68380463,78.17297099,78.75688579,78.76606684,78.61733382,78.73668748,78.80279104,79.74109438,79.62908557,81.29452809,82.19610723,83.18215204,84.18839515,84.81087036
Georgia,Tift County,258.92,105.3916268,109.6863896,112.3899274,117.0245636,117.0245636,119.3418817,123.5902982,125.9076163,124.7489572,125.9076163,126.9195118,130.1367218,130.5770122,129.9320253,130.0169937,131.6159431,132.0562336,132.5274216,133.5393172,134.9760544,135.3159277,136.5479685,137.4633091,136.7256295,137.9074618,139.9969102,140.9238375,141.4259231,142.0786343,142.8047273,148.4821567,148.8876873,150.4287038,151.668469,154.5342191,156.3455894,160.3429631,162.7993203,164.3519234,165.9161131
Georgia,Toombs County,364.01,52.611192,54.66882778,55.49298096,57.69072278,58.51487596,59.61374688,60.16318233,61.26205324,61.26205324,62.08620642,62.064229,62.48729431,63.22628499,63.56968215,64.65756435,64.81415346,65.58336309,65.97895662,66.35806709,66.14104008,66.25367435,66.39652757,67.20145051,67.72616137,67.70143677,68.75085849,69.95961649,70.50630477,70.9376116,71.39913739,71.71780995,71.59968133,71.77824785,71.95132002,72.58317079,73.89906871,74.98695091,76.2808714,77.14897942,76.80832944
Georgia,Towns County,166.56,27.40754083,29.41882805,28.8184438,29.41882805,30.0192123,30.0192123,30.61959654,31.21998079,31.82036503,33.02113353,33.84966378,35.55475504,36.25720461,37.00768492,37.43996158,37.54803074,38.3345341,39.39121037,39.27713737,40.15369837,40.67002882,41.25240154,42.06892411,43.52185399,44.36839577,45.84534102,47.95268972,49.25552354,50.89457253,52.83381364,56.26200768,57.48679155,58.10518732,59.66018252,60.81292027,61.59942363,63.9709414,65.13568684,65.94620557,66.10230548
Georgia,Treutlen County,199.44,28.31427998,28.58002407,28.58002407,28.58002407,29.081428,29.58283193,30.08423586,30.58563979,30.58563979,30.58563979,30.52045728,30.82631368,31.03690333,30.87144003,30.82631368,30.46028881,30.13437625,30.23465704,30.18953069,30.2045728,30.04913759,30.05916566,29.70818291,29.69314079,29.82851986,29.76333734,29.72322503,29.88367429,29.91375852,29.74829523,34.50661853,34.74729242,34.71720818,34.95788207,35.16847172,33.75451264,34.32109908,34.62194144,35.07320497,35.38908945
Georgia,Troup County,413.99,107.4083915,107.9736226,107.9736226,110.3891398,112.3215537,113.770864,114.7370709,115.4617261,116.6694848,118.8434503,120.7831107,121.7444866,123.6648228,124.249378,126.8146574,129.0804126,130.1987971,130.5611247,131.8824126,134.2979299,134.2834368,136.2714075,136.5854248,137.4767506,138.7932076,139.7473369,140.887461,140.9309404,141.4865093,142.0348318,142.2546438,144.0058939,144.515568,145.3223508,147.8417353,150.3538733,151.3466509,153.1389647,154.8805527,156.1704389
Georgia,Turner County,285.39,30.79995795,30.13420232,30.83499772,30.83499772,30.83499772,31.53579313,31.88619083,32.23658853,32.58698623,32.93738393,33.3228214,33.13010267,33.15112653,33.38589299,33.24923788,32.6675777,32.65706577,31.74603175,31.29401871,30.98216476,30.46007218,30.81397386,30.30239322,31.15385963,31.22393917,30.96114089,31.69347209,31.91422264,32.1945408,32.4082834,33.29128561,33.41042083,33.75381058,33.3683731,33.26675777,33.24573391,32.95840779,32.86730439,32.73064929,32.42580329
Georgia,Twiggs County,358.4,22.94084821,22.60044643,22.87946429,23.71651786,23.4375,23.71651786,23.71651786,24.83258929,25.94866071,27.06473214,26.09933036,26.23325893,26.27232143,26.22209821,26.44810268,27.14285714,27.04799107,27.05357143,26.79408482,27.26283482,27.43303571,27.27120536,27.11774554,27.14285714,27.49720982,27.95479911,27.53627232,27.32421875,28.22544643,28.45424107,29.49497768,29.39174107,29.92466518,30.07533482,29.78515625,29.21037946,28.71372768,28.51004464,28.47098214,28.21149554
Georgia,Union County,321.93,21.15677321,22.36511043,23.60761656,24.22886963,25.16074923,25.7820023,27.02450843,27.02450843,27.02450843,27.6457615,29.16783152,30.16183642,30.61845743,30.89180878,31.47889293,32.03802069,32.96058149,34.05709316,35.27785543,36.43649241,37.49572889,38.49284006,40.05529152,41.03687137,42.24210232,44.66498928,46.46662318,48.92678533,51.27201566,53.53337682,54.06144193,55.42509241,57.00618147,59.03146647,60.12487187,61.49473488,63.29326251,64.90230796,65.77516851,66.01435095
Georgia,Upson County,323.44,72.67190205,73.27479594,75.43903042,75.74820678,76.36655949,77.29408855,76.67573584,78.22161761,79.45832303,80.07667574,80.37966856,81.45560228,82.02448677,81.88844917,81.84207272,80.66720257,81.56999753,81.58545634,81.43705169,81.73076923,81.3690329,81.1989859,81.34120702,81.73386099,82.34293841,82.84071234,83.14370517,83.87954489,83.66621321,83.72186495,85.38523374,85.67585951,85.27083849,85.39141726,85.06987386,84.99876329,84.80707395,85.16881029,84.97402919,85.18117734
Georgia,Walker County,446.38,113.5601953,116.9407232,120.0770644,121.645235,122.9893812,123.8854787,125.9016981,125.6776737,125.0056006,126.5737712,126.5065639,127.362337,128.0814553,127.6020431,127.3914602,128.0769748,128.5810296,129.2060576,130.5770868,131.0408172,130.7406246,131.7218513,132.5238586,133.0727183,133.8456024,135.698284,137.2574936,139.2893947,140.44088,141.0524665,136.9102558,137.9654106,138.814463,139.3140374,140.2459788,141.4669116,143.1851785,144.6256553,145.3223711,145.5777589
Georgia,Walton County,325.68,71.86195038,77.37656595,79.52591501,86.5880619,89.04446082,90.57971014,91.50085974,93.65020879,93.95725866,95.49250798,95.83333333,95.52628347,96.95406534,97.93662491,100.3162614,103.337632,107.4521002,110.9432572,113.5808155,116.7679931,119.0217391,122.3685827,124.6714566,130.4439941,137.592115,144.0555146,151.3633014,157.912675,167.7382707,179.61803,189.0168263,197.4177106,205.2812577,212.4907885,220.2806436,231.804225,243.4751904,255.591378,263.66986,268.0883075
Georgia,Ware County,892.46,37.56470878,38.3210452,39.55359344,39.66564328,40.67409184,41.34639087,41.23434103,41.79459023,41.68254039,42.13073975,41.66013043,41.90439908,41.87862761,41.28924546,41.35983686,41.46404321,41.21753356,41.08195325,40.65728436,40.05557672,39.7227887,39.80122358,40.10263765,40.11496314,39.94128588,39.99506981,39.74071667,39.92335791,39.68133026,39.47739955,39.70934272,39.71270421,39.38775968,39.39672366,39.12220156,39.13004504,39.82027206,40.26062793,40.32001434,40.24157945
Georgia,Warren County,284.3,23.4576152,24.6218783,25.67710165,24.6218783,22.15969047,22.15969047,21.80794935,22.15969047,22.8631727,23.21491382,23.15511783,23.37319733,23.28877946,22.91593387,23.0812522,22.62047133,22.45867042,22.2968695,21.89940204,21.75167077,21.3506859,21.3823426,21.17481534,21.31902919,21.2275765,21.1959198,21.0059796,21.09743229,21.3506859,21.36827295,22.14562082,22.35666549,21.9803025,21.74815336,21.56173057,21.32606402,20.85824833,20.6296166,20.48188533,20.24270137
Georgia,Washington County,678.45,25.76461051,26.08887906,25.94148427,26.38366866,26.23627386,26.67845825,26.97324784,27.26803744,27.26803744,27.85761663,27.77212764,28.00206353,27.9519493,27.99616774,27.99764168,28.11997936,27.89446533,27.90773086,27.99469379,28.17746334,28.23936915,28.42508659,28.66534011,28.84810966,29.05593633,29.17827401,29.18711769,29.5069644,29.56002653,29.77080109,31.18873904,31.12830717,30.81730415,30.90868892,30.80698651,29.35219987,30.24541234,30.73623701,30.76718992,30.77455966
Georgia,Wayne County,641.78,27.82573468,28.5144442,29.60516065,30.38424382,30.22842719,30.85169373,31.00751036,31.163327,31.31914363,31.78659354,32.33195176,33.02377762,33.51460002,33.58315934,33.55667051,33.64236966,33.68755648,34.09112157,34.16591355,34.423011,34.97927639,36.15880831,36.99398548,37.21368693,37.48013338,38.28726355,38.39789336,38.92766992,39.51509863,39.90464022,41.43320141,41.82897566,42.39303188,43.1284864,43.61307613,44.03845555,44.51369628,45.18059148,46.02044314,45.82099785
Georgia,Webster County,209.12,11.29495027,11.47666412,11.95485845,11.95485845,11.47666412,10.99846978,10.52027544,10.99846978,10.99846978,10.99846978,11.19452946,11.47188217,11.40015302,11.36189748,11.15627391,10.89326702,11.08454476,11.00325172,10.83110176,10.80719204,10.8024101,10.73546289,10.64460597,10.62547819,10.71633512,10.74502678,10.5824407,10.81675593,10.52027544,10.53462127,11.36667942,10.94108646,10.74502678,10.89326702,10.87892119,10.71155318,10.67329763,10.8358837,10.52027544,10.48201989
Georgia,Wheeler County,295.48,15.55435224,15.90632192,16.2447543,16.2447543,15.90632192,16.2447543,16.58318668,16.92161906,17.26005144,17.26005144,17.44618925,17.41234601,17.45972655,17.10437255,17.25666712,17.26005144,16.98592121,16.87762285,16.70840666,16.51888453,16.65425748,16.60687695,16.34289969,16.53919047,16.29213483,16.2447543,16.63733586,16.86408556,16.58318668,16.46135102,20.92527413,22.58697712,22.13009341,22.00487343,21.66305672,22.2993096,23.11493164,22.95586842,23.30106945,23.72410992
Georgia,White County,240.69,32.1658565,32.82230255,34.0687191,34.89966347,36.14608002,36.5615522,37.80796876,39.05438531,39.46985749,41.13174623,42.04578503,43.36283186,44.10237235,45.28231335,46.22958993,47.71698035,48.05351282,49.61153351,50.98259172,52.94362042,54.39361835,55.72312934,57.6176825,58.50679297,60.45535751,63.76667082,66.83701026,69.95720637,72.6453114,75.5951639,83.6220865,86.96248286,91.10889526,94.02550999,96.75100752,98.75358345,101.5871037,103.3403964,104.3749221,105.0895343
